#SampleID,SampleType,Population,Subpopulation,Year,Month,Day,Name,Group,Subgroup,Type_CE,Stage,Visit,VisitLF,ScoreFaeces,Treatment,CIBDAI_1,CIBDAI_2,SignsDurationMonths,Localisation,StudyDurationWeeks,ConcurrentDiseases,LaboratoryFindings,Breed,Diet,AgeDays,Sex,NeuteringStatus,Run,Description,Sample_or_Control
sa286,Faeces,IgA-,IgA,2013,2,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Active,1,First,Unknown,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Abbey Oxley IgA- V1_Rep1_FVASLMML1071,True Sample
sa362,Faeces,Total_Bacteria_IgA,IgA,2013,4,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Abbey Oxley General Presort IgA V2_Rep1_FVASLMML1073,True Sample
sa53,Water_presort,Water_presort_IgA,IgA,2013,4,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Abbey Oxley presort IgA V2_Rep1_FVASLMML1075,Control Sample
sa158,Faeces,IgA+,IgA,2013,4,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Abbey Oxley IgA+ V2_Rep1_FVASLMML1077,True Sample
sa98,Faeces,IgA-,IgA,2013,4,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Abbey Oxley IgA- V2_Rep1_FVASLMML1079,True Sample
sa18,Small_Intestine_Biopsy,NA,Intestine,2013,2,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Active,1,First,NA,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,OxleySI V1_Rep1_FVASLMML1081,True Sample
sa537,Colon_Biopsy,NA,Intestine,2013,4,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,NA,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,OxleyC V2_Rep1_FVASLMML1083,True Sample
sa59,Colon_Biopsy,NA,Intestine,2013,4,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,NA,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Oxley C V2 _Rep1_FVASLMML1085,True Sample
sa648,Colon_Biopsy,NA,Intestine,2012,1,13,Livingstone,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,NA,Sensitivity_and_hypoallergenic,9,0,3,Small_Intestine,9,None,WNL,GSD,Sensitivity_and_hypoallergic,1320,Male,No,2,LivingstoneC V2_Rep1_FVASLMML1087,True Sample
sa273,Faeces,Total_Bacteria_IgG,IgG,2013,2,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Active,1,First,Unknown,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Abbey Oxley General Presort IgG V1_Rep1_FVASLMML1089,True Sample
sa625,Water_presort,Water_presort_IgG,IgG,2013,2,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Active,1,First,Unknown,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Abbey Oxley presort IgG V1_Rep1_FVASLMML1091,Control Sample
sa111,Faeces,IgG+,IgG,2013,2,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Active,1,First,Unknown,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Abbey Oxley IgG+ V1_Rep1_FVASLMML1093,True Sample
sa611,Faeces,IgG-,IgG,2013,2,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Active,1,First,Unknown,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Abbey Oxley IgG- V1_Rep1_FVASLMML1095,True Sample
sa233,Faeces,Total_Bacteria_IgG,IgG,2013,4,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Abbey Oxley General Presort IgG V2_Rep1_FVASLMML1097,True Sample
sa351,Water_presort,Water_presort_IgG,IgG,2013,4,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Abbey Oxley presort IgG V2_Rep1_FVASLMML1099,Control Sample
sa674,Faeces,IgG+,IgG,2013,4,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Abbey Oxley IgG+ V2_Rep1_FVASLMML1101,True Sample
sa60,Faeces,IgG-,IgG,2013,4,4,Oxley,ChronicEnteropathy,Old_Study,Food_Responsive,Remission,2,Last,Unknown,Sensitivity_and_hypoallergenic,6,0,12,Small_Intestine,9,No,WNL,Maltese_Cross,Sensitivity_and_hypoallergic,1800,Female,Yes,2,Abbey Oxley IgG- V2_Rep1_FVASLMML1103,True Sample
sa86,Small_Intestine_Biopsy,NA,Intestine,2012,11,6,Livingstone,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,NA,Sensitivity_and_hypoallergenic,9,0,3,Small_Intestine,9,None,WNL,GSD,Sensitivity_and_hypoallergic,1320,Male,No,2,LivingstoneSI V1_Rep1_FVASLMML1105,True Sample
sa190,Small_Intestine_Biopsy,NA,Intestine,2012,11,6,Livingstone,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,NA,Sensitivity_and_hypoallergenic,9,0,3,Small_Intestine,9,None,WNL,GSD,Sensitivity_and_hypoallergic,1320,Male,No,2,LivingstoneSI V1_Rep1_FVASLMML1107,True Sample
sa385,Colon_Biopsy,NA,Intestine,2012,11,6,Livingstone,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,NA,Sensitivity_and_hypoallergenic,9,0,3,Small_Intestine,9,None,WNL,GSD,Sensitivity_and_hypoallergic,1320,Male,No,2,LivingstoneC V1_Rep1_FVASLMML1109,True Sample
sa228,Water_WEHI,NA,NA,NA,NA,NA,Water_WEHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WATER WEHI_Rep1_FVASLMML1111,Control Sample
sa160,Faeces,Total_Bacteria_IgA,IgA,2015,1,29,Skyler,Healthy,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler Presort General IgA V1_Rep1_FVASLMML1113,True Sample
sa388,Water_presort,Water_presort_IgA,IgA,2015,1,29,Skyler,Healthy,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler presort IgA V1_Rep1_FVASLMML1115,Control Sample
sa442,Faeces,IgA+,IgA,2015,1,29,Skyler,Healthy,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler IgA+ V1_Rep1_FVASLMML1117,True Sample
sa277,Faeces,IgA-,IgA,2015,1,29,Skyler,Healthy,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler IgA- V1_Rep1_FVASLMML1119,True Sample
sa588,Faeces,Total_Bacteria_IgA,IgA,2015,2,28,Skyler,Healthy,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler Presort General IgA V2_Rep1_FVASLMML1121,True Sample
sa363,Water_presort,Water_presort_IgA,IgA,2015,2,28,Skyler,Healthy,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler presort IgA V2_Rep1_FVASLMML1123,Control Sample
sa63,Faeces,IgA+,IgA,2015,2,28,Skyler,Healthy,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler IgA+ V2_Rep1_FVASLMML1125,True Sample
sa91,Faeces,IgA-,IgA,2015,2,28,Skyler,Healthy,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler IgA- V2_Rep1_FVASLMML1127,True Sample
sa678,Faeces,Total_Bacteria_IgA,IgA,2015,9,9,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,5,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette General Presort IgA V1_Rep1_FVASLMML1129,True Sample
sa294,Water_presort,Water_presort_IgA,IgA,2015,9,9,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,5,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette presort IgA V1_Rep1_FVASLMML1131,Control Sample
sa614,Faeces,IgA+,IgA,2015,9,9,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,5,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgA+ V1_Rep1_FVASLMML1133,True Sample
sa214,Faeces,IgA-,IgA,2015,9,9,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,5,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgA- V1_Rep1_FVASLMML1135,True Sample
sa155,Faeces,Total_Bacteria_IgG,IgG,2015,1,29,Skyler,Healthy,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler Presort General IgG V1_Rep1_FVASLMML1137,True Sample
sa404,Water_presort,Water_presort_IgG,IgG,2015,1,29,Skyler,Healthy,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler presort IgG V1_Rep1_FVASLMML1139,Control Sample
sa123,Faeces,IgG+,IgG,2015,1,29,Skyler,Healthy,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler IgG+ V1_Rep1_FVASLMML1141,True Sample
sa153,Faeces,IgG-,IgG,2015,1,29,Skyler,Healthy,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler IgG- V1_Rep1_FVASLMML1143,True Sample
sa458,Faeces,Total_Bacteria_IgG,IgG,2015,2,28,Skyler,Healthy,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler Presort General IgG V2_Rep1_FVASLMML1145,True Sample
sa325,Water_presort,Water_presort_IgG,IgG,2015,2,28,Skyler,Healthy,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler presort IgG V2_Rep1_FVASLMML1147,Control Sample
sa178,Faeces,IgG+,IgG,2015,2,28,Skyler,Healthy,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler IgG+ V2_Rep1_FVASLMML1149,True Sample
sa292,Faeces,IgG-,IgG,2015,2,28,Skyler,Healthy,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,425,Female,No,2,Skyler IgG- V2_Rep1_FVASLMML1151,True Sample
sa124,Faeces,Total_Bacteria_IgG,IgG,2015,9,9,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,5,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette General Presort IgG V1_Rep1_FVASLMML1153,True Sample
sa237,Water_presort,Water_presort_IgG,IgG,2015,9,9,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,5,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette presort IgG V1_Rep1_FVASLMML1155,Control Sample
sa356,Faeces,IgG+,IgG,2015,9,9,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,5,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgG+ V1_Rep1_FVASLMML1157,True Sample
sa449,Faeces,IgG-,IgG,2015,9,9,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,1,First,5,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgG- V1_Rep1_FVASLMML1159,True Sample
sa676,Faeces,Total_Bacteria_IgA,IgA,2015,10,1,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,2,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette General Presort IgA V3_Rep1_FVASLMML1161,True Sample
sa301,Water_presort,Water_presort_IgA,IgA,2015,10,1,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,2,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette presort IgA V3_Rep1_FVASLMML1163,Control Sample
sa297,Faeces,IgA+,IgA,2015,10,1,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,2,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgA+ V3_Rep1_FVASLMML1165,True Sample
sa40,Faeces,IgA-,IgA,2015,10,1,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,2,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgA- V3_Rep1_FVASLMML1167,True Sample
sa376,Faeces,Total_Bacteria_IgA,IgA,2015,10,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,3,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette General Presort IgA V4_Rep1_FVASLMML1169,True Sample
sa51,Water_presort,Water_presort_IgA,IgA,2015,10,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,3,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette presort IgA V4_Rep1_FVASLMML1171,Control Sample
sa33,Faeces,IgA+,IgA,2015,10,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,3,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgA+ V4_Rep1_FVASLMML1173,True Sample
sa243,Faeces,IgA-,IgA,2015,10,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,3,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgA- V4_Rep1_FVASLMML1175,True Sample
sa34,Faeces,Total_Bacteria_IgA,IgA,2015,12,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,4,NA,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette General Presort IgA V6_Rep1_FVASLMML1177,True Sample
sa180,Water_presort,Water_presort_IgA,IgA,2015,12,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,4,NA,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette presort IgA V6_Rep1_FVASLMML1179,Control Sample
sa590,Faeces,IgA+,IgA,2015,12,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,4,NA,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgA+ V6_Rep1_FVASLMML1181,True Sample
sa687,Faeces,IgA-,IgA,2015,12,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,4,NA,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgA- V6_Rep1_FVASLMML1183,True Sample
sa341,Faeces,Total_Bacteria_IgG,IgG,2015,10,1,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,2,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette General Presort IgG V3_Rep1_FVASLMML1185,True Sample
sa561,Water_presort,Water_presort_IgG,IgG,2015,10,1,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,2,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette presort IgG V3_Rep1_FVASLMML1187,Control Sample
sa315,Faeces,IgG+,IgG,2015,10,1,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,2,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgG+ V3_Rep1_FVASLMML1189,True Sample
sa67,Faeces,IgG-,IgG,2015,10,1,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,2,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgG- V3_Rep1_FVASLMML1191,True Sample
sa628,Faeces,Total_Bacteria_IgG,IgG,2015,10,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,3,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette General Presort IgG V4_Rep1_FVASLMML1193,True Sample
sa638,Water_presort,Water_presort_IgG,IgG,2015,10,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,3,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette presort IgG V4_Rep1_FVASLMML1195,Control Sample
sa439,Faeces,IgG+,IgG,2015,10,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,3,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgG+ V4_Rep1_FVASLMML1197,True Sample
sa424,Faeces,IgG-,IgG,2015,10,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,3,NA,2,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgG- V4_Rep1_FVASLMML1199,True Sample
sa441,Faeces,Total_Bacteria_IgG,IgG,2015,12,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,4,NA,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette General Presort IgG V6_Rep1_FVASLMML1201,True Sample
sa189,Water_presort,Water_presort_IgG,IgG,2015,12,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,4,NA,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette presort IgG V6_Rep1_FVASLMML1203,Control Sample
sa271,Faeces,IgG+,IgG,2015,12,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,4,NA,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgG+ V6_Rep1_FVASLMML1205,True Sample
sa355,Faeces,IgG-,IgG,2015,12,22,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Active,4,NA,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgG- V6_Rep1_FVASLMML1207,True Sample
sa58,Faeces,Total_Bacteria_IgA,IgA,2016,1,20,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,5,Last,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette General Presort IgA V7_Rep1_FVASLMML1209,True Sample
sa368,Water_presort,Water_presort_IgA,IgA,2016,1,20,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,5,Last,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette presort IgA V7_Rep1_FVASLMML1211,Control Sample
sa473,Faeces,IgA+,IgA,2016,1,20,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,5,Last,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgA+ V7_Rep1_FVASLMML1213,True Sample
sa168,Faeces,IgA-,IgA,2016,1,20,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,5,Last,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgA- V7_Rep1_FVASLMML1215,True Sample
sa57,Faeces,Total_Bacteria_IgG,IgG,2016,1,20,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,5,Last,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette General Presort IgG V7_Rep1_FVASLMML1217,True Sample
sa35,Water_presort,Water_presort_IgG,IgG,2016,1,20,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,5,Last,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette presort IgG V7_Rep1_FVASLMML1219,Control Sample
sa216,Faeces,IgG+,IgG,2016,1,20,Bridgette,ChronicEnteropathy,New_Study,Antibiotic_Responsive,Remission,5,Last,3,Hypoallergenicc_Oxytetracycline_200mg,5,0,Unknown,Mixed,18,Greyhound_Alopecia,Mild_neutropenia_breed_related,Greyhound,Hypoallergenic,720,Female,Yes,2,Bridgette IgG+ V7_Rep1_FVASLMML1221,True Sample
